
IPv4凤凰,#genre#
XNXTV,http://www.yao87.com:4022/udp/239.76.248.21:1234
邵阳新闻HD,http://www.yao87.com:4022/udp/239.76.248.23:1234
永州新闻HD,http://www.yao87.com:4022/udp/239.76.248.57:1234
怀化综合HD,http://www.yao87.com:4022/udp/239.76.255.12:9000
IPTV高清院线,http://www.yao87.com:4022/udp/239.76.252.217:9000
IPTV抗战剧场,http://www.yao87.com:4022/udp/239.76.252.218:9000
IPTV古装剧场,http://www.yao87.com:4022/udp/239.76.252.219:9000
IPTV经典剧场,http://www.yao87.com:4022/udp/239.76.252.221:9000
IPTV家庭剧场,http://www.yao87.com:4022/udp/239.76.252.220:9000
IPTV戏曲频道,http://www.yao87.com:4022/udp/239.76.253.40:9000
IPTV故事频道,http://www.yao87.com:4022/udp/239.76.253.41:9000
IPTV健康之路,http://www.yao87.com:4022/udp/239.76.253.42:9000
IPTV综艺纪实HD,http://www.yao87.com:4022/udp/239.76.254.111:9000
IPTV精选热播HD,http://www.yao87.com:4022/udp/239.76.254.110:9000
IPTV搞笑动画HD,http://www.yao87.com:4022/udp/239.76.254.207:9000
IPTV甜宠剧场HD,http://www.yao87.com:4022/udp/239.76.254.109:9000
IPTV5hd,http://www.yao87.com:4022/udp/239.76.252.222:9000
金色夕阳HD,http://www.yao87.com:4022/udp/239.76.254.43:9000
第一剧场HD,http://www.yao87.com:4022/udp/239.76.254.49:9000
风云足球HD,http://www.yao87.com:4022/udp/239.76.254.52:9000
风云音乐HD,http://www.yao87.com:4022/udp/239.76.254.51:9000
风云剧场HD,http://www.yao87.com:4022/udp/239.76.254.50:9000
女姓时尚HD,http://www.yao87.com:4022/udp/239.76.254.55:9000
央视文化精品HD,http://www.yao87.com:4022/udp/239.76.254.56:9000
世界地理HD,http://www.yao87.com:4022/udp/239.76.254.57:9000
兵器科技HD,http://www.yao87.com:4022/udp/239.76.254.59:9000
央视台球HD,http://www.yao87.com:4022/udp/239.76.254.58:9000
怀旧剧场HD,http://www.yao87.com:4022/udp/239.76.254.53:9000
电视指南HD,http://www.yao87.com:4022/udp/239.76.254.61:9000
央视高尔夫HD,http://www.yao87.com:4022/udp/239.76.254.62:9000
北京少儿HD,http://www.yao87.com:4022/udp/239.76.254.81:9000
快乐垂钓HD,http://www.yao87.com:4022/udp/239.76.253.5:9000
IPTV戏剧HD,http://www.yao87.com:4022/udp/239.76.253.40:9000
IPTV故事HD,http://www.yao87.com:4022/udp/239.76.253.41:9000
IPTV健康之路HD,http://www.yao87.com:4022/udp/239.76.253.42:9000
CGTN俄语HD,http://www.yao87.com:4022/udp/239.76.253.86:9000
CGTN法语HD,http://www.yao87.com:4022/udp/239.76.253.87:9000
CGTN阿拉伯语HD,http://www.yao87.com:4022/udp/239.76.253.97:9000
CGTN西班牙语HD,http://www.yao87.com:4022/udp/239.76.253.88:9000
CCTV4美洲HD,http://www.yao87.com:4022/udp/239.76.253.96:9000
CCTV4欧洲HD,http://www.yao87.com:4022/udp/239.76.253.95:9000
湖南卫视HD,http://www.yao87.com:4022/udp/239.76.253.101:9000
湖南国际HD,http://www.yao87.com:4022/udp/239.76.253.102:9000
湖南卫视FHD,http://www.yao87.com:4022/udp/239.76.253.100:9000
湖南经视HD,http://www.yao87.com:4022/udp/239.76.253.103:9000
湖南都市HD,http://www.yao87.com:4022/udp/239.76.253.104:9000
湖南娱乐HD,http://www.yao87.com:4022/udp/239.76.253.105:9000
湖南电影HD,http://www.yao87.com:4022/udp/239.76.253.106:9000
湖南电视剧HD,http://www.yao87.com:4022/udp/239.76.253.108:9000
金鹰卡通HD,http://www.yao87.com:4022/udp/239.76.253.107:9000
湖南公共HD,http://www.yao87.com:4022/udp/239.76.253.109:9000
金鹰纪实HD,http://www.yao87.com:4022/udp/239.76.253.110:9000
长沙新闻HD,http://www.yao87.com:4022/udp/239.76.253.121:9000
长沙政法HD,http://www.yao87.com:4022/udp/239.76.253.122:9000
芒果汽车HD,http://www.yao87.com:4022/udp/239.76.253.123:9000
IPTV芒果互娱HD,http://www.yao87.com:4022/udp/239.76.253.126:9000
欢笑剧场4K,http://www.yao87.com:4022/udp/239.76.253.130:9000
游戏风云HD,http://www.yao87.com:4022/udp/239.76.253.132:9000
极速汽车HD,http://www.yao87.com:4022/udp/239.76.253.133:9000
动漫秀场HD,http://www.yao87.com:4022/udp/239.76.253.131:9000
凤凰中文HD,http://www.yao87.com:4022/udp/239.76.253.135:9000
凤凰资讯HD,http://www.yao87.com:4022/udp/239.76.253.134:9000
体育HD,http://www.yao87.com:4022/udp/239.76.253.136:9000
全纪实HD,http://www.yao87.com:4022/udp/239.76.253.137:9000
金色学堂HD,http://www.yao87.com:4022/udp/239.76.253.139:9000
法治天地HD,http://www.yao87.com:4022/udp/239.76.253.138:9000
CCTV1HD,http://www.yao87.com:4022/udp/239.76.253.151:9000
CCTV2HD,http://www.yao87.com:4022/udp/239.76.253.152:9000
CCTV3HD,http://www.yao87.com:4022/udp/239.76.253.153:9000
CCTV4HD,http://www.yao87.com:4022/udp/239.76.253.154:9000
CCTV5HD,http://www.yao87.com:4022/udp/239.76.253.155:9000
CCTV5+hd,http://www.yao87.com:4022/udp/239.76.253.168:9000
CCTV6HD,http://www.yao87.com:4022/udp/239.76.253.156:9000
CCTV7HD,http://www.yao87.com:4022/udp/239.76.253.157:9000
CCTV8HD,http://www.yao87.com:4022/udp/239.76.253.158:9000
CCTV9HD,http://www.yao87.com:4022/udp/239.76.253.159:9000
CCTV10HD,http://www.yao87.com:4022/udp/239.76.253.160:9000
CCTV12HD,http://www.yao87.com:4022/udp/239.76.253.162:9000
CCTV13HD,http://www.yao87.com:4022/udp/239.76.253.93:9000
CCTV14HD,http://www.yao87.com:4022/udp/239.76.253.164:9000
CCTV16HD,http://www.yao87.com:4022/udp/239.76.253.98:9000
CCTV16 4K,http://www.yao87.com:4022/udp/239.76.253.214:9000
CCTV16 4K,http://www.yao87.com:4022/udp/239.76.254.200:9000
CCTV16 4K,http://www.yao87.com:4022/udp/239.76.253.224:9000
CCTV16-4K,http://www.yao87.com:4022/udp/239.76.253.230:9000
江苏卫视HD,http://www.yao87.com:4022/udp/239.76.253.181:9000
浙江卫视HD,http://www.yao87.com:4022/udp/239.76.253.182:9000
北京卫视HD,http://www.yao87.com:4022/udp/239.76.253.184:9000
天津卫视HD,http://www.yao87.com:4022/udp/239.76.253.185:9000
东方卫视HD,http://www.yao87.com:4022/udp/239.76.253.186:9000
深圳卫视HD,http://www.yao87.com:4022/udp/239.76.253.188:9000
湖北卫视HD,http://www.yao87.com:4022/udp/239.76.253.193:9000
山东卫视HD,http://www.yao87.com:4022/udp/239.76.253.195:9000
黑龙江卫视HD,http://www.yao87.com:4022/udp/239.76.253.200:9000
吉林卫视HD,http://www.yao87.com:4022/udp/239.76.253.201:9000
河南卫视HD,http://www.yao87.com:4022/udp/239.76.253.202:9000
海南卫视HD,http://www.yao87.com:4022/udp/239.76.253.203:9000
四川卫视HD,http://www.yao87.com:4022/udp/239.76.253.91:9000
重庆卫视HD,http://www.yao87.com:4022/udp/239.76.253.92:9000
广西卫视HD,http://www.yao87.com:4022/udp/239.76.254.54:9000
陕西卫视HD,http://www.yao87.com:4022/udp/239.76.254.76:9000
云南卫视HD,http://www.yao87.com:4022/udp/239.76.254.60:9000
青海卫视HD,http://www.yao87.com:4022/udp/239.76.254.132:9000
甘肃卫视HD,http://www.yao87.com:4022/udp/239.76.253.94:9000
都市剧场HD,http://www.yao87.com:4022/udp/239.76.253.215:9000
生活时尚HD,http://www.yao87.com:4022/udp/239.76.253.223:9000
长沙女姓HD,http://www.yao87.com:4022/udp/239.76.252.23:9000
IPTV 4k电影,http://www.yao87.com:4022/udp/239.76.252.35:9000
CGTN英语高清,http://www.yao87.com:4022/udp/239.76.252.66:9000
CGTN纪录高清,http://www.yao87.com:4022/udp/239.76.252.67:9000
湖南卫视FHD,http://www.yao87.com:4022/udp/239.76.252.115:9000
湖南经视HD,http://www.yao87.com:4022/udp/239.76.252.116:9000
湖南电视剧HD,http://www.yao87.com:4022/udp/239.76.252.118:9000
湖南电影HD,http://www.yao87.com:4022/udp/239.76.252.119:9000
金鹰卡通HD,http://www.yao87.com:4022/udp/239.76.252.120:9000
湖南公共HD,http://www.yao87.com:4022/udp/239.76.252.123:9000
湖南娱乐HD,http://www.yao87.com:4022/udp/239.76.252.121:9000
金鹰纪实HD,http://www.yao87.com:4022/udp/239.76.252.122:9000
湖南国际HD,http://www.yao87.com:4022/udp/239.76.252.124:9000
湖南都市HD,http://www.yao87.com:4022/udp/239.76.252.117:9000
快乐垂钓HD,http://www.yao87.com:4022/udp/239.76.252.127:9000
IPTV广场舞HD,http://www.yao87.com:4022/udp/239.76.252.134:9000
IPTV电竞HD,http://www.yao87.com:4022/udp/239.76.252.136:9000
河南梨园HD,http://www.yao87.com:4022/udp/239.76.252.179:9000
文物宝库HD,http://www.yao87.com:4022/udp/239.76.252.180:9000
武术世界HD,http://www.yao87.com:4022/udp/239.76.252.181:9000
广东卫视HD,http://www.yao87.com:4022/udp/239.76.252.189:9000
东南卫视HD,http://www.yao87.com:4022/udp/239.76.252.190:9000
中国教育1hd,http://www.yao87.com:4022/udp/239.76.252.192:9000
安徽卫视HD,http://www.yao87.com:4022/udp/239.76.252.196:9000
辽宁卫视HD,http://www.yao87.com:4022/udp/239.76.252.197:9000
河北卫视HD,http://www.yao87.com:4022/udp/239.76.252.199:9000
贵州卫视HD,http://www.yao87.com:4022/udp/239.76.252.198:9000
芒果乐搜HD,http://www.yao87.com:4022/udp/239.76.252.200:9000
长沙影视HD,http://www.yao87.com:4022/udp/239.76.252.204:9000
湘西综合HD,http://www.yao87.com:4022/udp/239.76.252.208:9000
湘西公共HD,http://www.yao87.com:4022/udp/239.76.252.209:9000
湘西公共HD,http://www.yao87.com:4022/udp/239.76.252.210:9000
IPTV电竞HD,http://www.yao87.com:4022/udp/239.76.252.214:9000
芒果乐淘HD,http://www.yao87.com:4022/udp/239.76.252.215:9000
IPTV高清院线,http://www.yao87.com:4022/udp/239.76.252.217:9000
IPTV抗战剧场,http://www.yao87.com:4022/udp/239.76.252.218:9000
IPTV古装剧场,http://www.yao87.com:4022/udp/239.76.252.219:9000
IPTV经典剧场,http://www.yao87.com:4022/udp/239.76.252.221:9000
IPTV家庭剧场,http://www.yao87.com:4022/udp/239.76.252.220:9000
IPTV5HD,http://www.yao87.com:4022/udp/239.76.252.222:9000
湖南教育HD,http://www.yao87.com:4022/udp/239.76.252.233:9000
湖北电信,#genre#
CCTV（HD）1,http://www.furymax.top:85/rtp/239.254.96.96:8550
CCTV（HD）2,http://www.furymax.top:85/rtp/239.69.1.102:10250
CCTV（HD）3,http://www.furymax.top:85/rtp/239.69.1.122:10370
CCTV（HD）4,http://www.furymax.top:85/rtp/239.69.1.138:10466
CCTV（HD）5,http://www.furymax.top:85/rtp/239.69.1.123:10376
CCTV（HD）5+,http://www.furymax.top:85/rtp/239.254.96.234:9484
CCTV（HD）6,http://www.furymax.top:85/rtp/239.69.1.124:10382
CCTV（HD）7,http://www.furymax.top:85/rtp/239.69.1.103:10256
CCTV（HD）8,http://www.furymax.top:85/rtp/239.69.1.125:10388
CCTV（HD）9,http://www.furymax.top:85/rtp/239.69.1.104:10262
CCTV（HD）10,http://www.furymax.top:85/rtp/239.69.1.105:10268
CCTV（HD）11,http://www.furymax.top:85/rtp/239.69.1.154:10560
CCTV（HD）12,http://www.furymax.top:85/rtp/239.69.1.106:10274
CCTV（HD）13,http://www.furymax.top:85/rtp/239.254.96.161:9040
CCTV（HD）14,http://www.furymax.top:85/rtp/239.69.1.107:10280
CCTV（HD）15,http://www.furymax.top:85/rtp/239.69.1.155:10566
CCTV（HD）16,http://www.furymax.top:85/rtp/239.69.1.247:11124
CCTV（HD）17,http://www.furymax.top:85/rtp/239.69.1.152:10548
CCTV（HD）第一剧场,http://www.furymax.top:85/rtp/239.69.1.74:10084
CCTV（HD）兵器科技,http://www.furymax.top:85/rtp/239.69.1.79:10114
CCTV（HD）风云足球,http://www.furymax.top:85/rtp/239.69.1.81:10126
CCTV（HD）高尔夫网球,http://www.furymax.top:85/rtp/239.69.1.83:10138
CCTV（HD）世界地理,http://www.furymax.top:85/rtp/239.69.1.91:10186
CCTV（HD）央视台球,http://www.furymax.top:85/rtp/239.69.1.98:10224
中文国际欧洲,http://www.furymax.top:85/rtp/239.69.1.231:11028
中文国际美洲,http://www.furymax.top:85/rtp/239.69.1.232:11034
CGTN记录片,http://www.furymax.top:85/rtp/239.69.1.233:11040
CGTN西班牙语,http://www.furymax.top:85/rtp/239.69.1.234:11046
CGTN法语,http://www.furymax.top:85/rtp/239.69.1.235:11052
CCTV（HD）16奥林匹克-4K,http://www.furymax.top:85/rtp/239.69.1.249:11136
BestTV测试1-4K,http://www.furymax.top:85/rtp/239.69.1.26:9796
BestTV测试2-4K,http://www.furymax.top:85/rtp/239.69.1.27:9802
BestTV测试3-4K,http://www.furymax.top:85/rtp/239.69.1.25:9790
爱上4K,http://www.furymax.top:85/rtp/239.69.1.141:10482
湖北卫视,http://www.furymax.top:85/rtp/239.254.96.115:8664
河北卫视,http://www.furymax.top:85/rtp/239.254.96.113:9616
深圳卫视,http://www.furymax.top:85/rtp/239.254.96.137:8896
黑龙江卫视,http://www.furymax.top:85/rtp/239.254.96.138:8902
湖南卫视,http://www.furymax.top:85/rtp/239.254.96.139:8908
广东卫视,http://www.furymax.top:85/rtp/239.254.96.140:8914
北京卫视,http://www.furymax.top:85/rtp/239.254.96.141:8920
东方卫视,http://www.furymax.top:85/rtp/239.254.96.142:8926
浙江卫视,http://www.furymax.top:85/rtp/239.254.96.143:8932
江苏卫视,http://www.furymax.top:85/rtp/239.254.96.144:8938
天津卫视,http://www.furymax.top:85/rtp/239.69.1.68:10048
山东卫视,http://www.furymax.top:85/rtp/239.69.1.69:10054
安徽卫视,http://www.furymax.top:85/rtp/239.69.1.70:10060
辽宁卫视,http://www.furymax.top:85/rtp/239.69.1.71:10066
东南卫视,http://www.furymax.top:85/rtp/239.69.1.108:10286
江西卫视,http://www.furymax.top:85/rtp/239.69.1.126:10394
重庆卫视,http://www.furymax.top:85/rtp/239.69.1.149:10530
贵州卫视,http://www.furymax.top:85/rtp/239.69.1.150:10536
海南卫视,http://www.furymax.top:85/rtp/239.69.1.151:10542
河南卫视,http://www.furymax.top:85/rtp/239.69.1.168:10644
四川卫视,http://www.furymax.top:85/rtp/239.69.1.169:10650
广西卫视,http://www.furymax.top:85/rtp/239.69.1.191:10788
吉林卫视,http://www.furymax.top:85/rtp/239.69.1.212:10914
CHC-高清电影,http://www.furymax.top:85/rtp/239.69.1.241:11088
CHC-动作电影,http://www.furymax.top:85/rtp/239.69.1.242:11094
CHC-家庭影院,http://www.furymax.top:85/rtp/239.69.1.243:11100
湖北公共新闻,http://www.furymax.top:85/rtp/239.69.1.40:9880
湖北经视,http://www.furymax.top:85/rtp/239.69.1.41:9886
湖北综合,http://www.furymax.top:85/rtp/239.69.1.42:9892
湖北垄上,http://www.furymax.top:85/rtp/239.69.1.43:9898
湖北影视,http://www.furymax.top:85/rtp/239.69.1.204:10866
湖北生活,http://www.furymax.top:85/rtp/239.69.1.205:10872
湖北教育,http://www.furymax.top:85/rtp/239.69.1.206:10878
武汉一台新闻综合,http://www.furymax.top:85/rtp/239.69.1.145:10506
武汉二台电视剧,http://www.furymax.top:85/rtp/239.69.1.146:10512
武汉三台科技生活,http://www.furymax.top:85/rtp/239.69.1.251:11148
武汉四台经济,http://www.furymax.top:85/rtp/239.69.1.35:9850
武汉五台文体,http://www.furymax.top:85/rtp/239.69.1.147:10518
武汉六台外语,http://www.furymax.top:85/rtp/239.69.1.36:9856
武汉教育,http://www.furymax.top:85/rtp/239.69.1.60:9994
蔡甸综合,http://www.furymax.top:85/rtp/239.69.1.245:11112
阳新综合,http://www.furymax.top:85/rtp/239.69.1.34:9844
房县综合,http://www.furymax.top:85/rtp/239.69.1.192:10794
卡酷少儿,http://www.furymax.top:85/rtp/239.69.1.193:10800
梨园频道,http://www.furymax.top:85/rtp/239.69.1.33:9838
武术世界,http://www.furymax.top:85/rtp/239.69.1.47:9922
快乐垂钓,http://www.furymax.top:85/rtp/239.69.1.142:10488
茶频道,http://www.furymax.top:85/rtp/239.69.1.144:10500
金鹰卡通,http://www.furymax.top:85/rtp/239.69.1.248:11130
金鹰纪实,http://www.furymax.top:85/rtp/239.69.1.109:10292
CETV1,http://www.furymax.top:85/rtp/239.69.1.110:10298
CCTV（HD）5+,http://www.furymax.top:85/rtp/239.69.1.12:9712
河北卫视,http://www.furymax.top:85/rtp/239.69.1.157:10578
东方卫视,http://www.furymax.top:85/rtp/239.69.1.173:10674
江苏卫视,http://www.furymax.top:85/rtp/239.69.1.174:10680
CCTV（HD）16-4K,http://www.furymax.top:85/rtp/239.69.1.13:9718
四川电信,#genre#
CCTV-1高清,http://110.184.114.148:4000/udp/239.93.0.184:5140
CCTV-2高清,http://110.184.114.148:4000/udp/239.93.1.23:6000
CCTV-3高清,http://110.184.114.148:4000/udp/239.93.1.11:2223
CCTV-4高清,http://110.184.114.148:4000/udp/239.93.1.105:5140
CCTV-5高清,http://110.184.114.148:4000/udp/239.93.42.37:5140
CCTV-5＋高清,http://110.184.114.148:4000/udp/239.93.1.36:8004
CCTV-6高清,http://110.184.114.148:4000/udp/239.93.1.13:2226
CCTV-7高清,http://110.184.114.148:4000/udp/239.93.1.67:5140
CCTV-8高清,http://110.184.114.148:4000/udp/239.93.42.39:5140
CCTV-9高清,http://110.184.114.148:4000/udp/239.93.1.24:5140
CCTV-10高清,http://110.184.114.148:4000/udp/239.93.1.28:5140
CCTV-11高清,http://110.184.114.148:4000/udp/239.93.0.102:5140
CCTV-12高清,http://110.184.114.148:4000/udp/239.93.1.30:8124
CCTV-13高清,http://110.184.114.148:4000/udp/239.93.0.66:5140
CCTV-14高清,http://110.184.114.148:4000/udp/239.93.1.29:6000
CCTV-15高清,http://110.184.114.148:4000/udp/239.93.0.103:5140
CCTV-17高清,http://110.184.114.148:4000/udp/239.93.0.92:5140
CGTN英语,http://110.184.114.148:4000/udp/239.93.0.104:5140
凤凰中文,http://110.184.114.148:4000/udp/239.93.0.162:2192
凤凰中文,http://110.184.114.148:4000/udp/239.93.1.9:2192
凤凰资讯,http://110.184.114.148:4000/udp/239.93.0.118:2191
凤凰资讯,http://110.184.114.148:4000/udp/239.93.1.4:2191
星空卫视,http://110.184.114.148:4000/udp/239.93.0.156:2193
星空卫视,http://110.184.114.148:4000/udp/239.93.1.10:2193
CHANNEL-V,http://110.184.114.148:4000/udp/239.93.0.157:2194
CHANNEL-V,http://110.184.114.148:4000/udp/239.93.1.7:2194
四川卫视高清,http://110.184.114.148:4000/udp/239.93.0.20:1235
四川卫视高清,http://110.184.114.148:4000/udp/239.93.0.169:5140
四川卫视高清,http://110.184.114.148:4000/udp/239.93.1.188:5140
湖南卫视高清,http://110.184.114.148:4000/udp/239.93.0.88:5140
江苏卫视高清,http://110.184.114.148:4000/udp/239.93.0.89:5140
浙江卫视高清,http://110.184.114.148:4000/udp/239.93.0.124:5140
东方卫视高清,http://110.184.114.148:4000/udp/239.93.0.123:5140
北京卫视高清,http://110.184.114.148:4000/udp/239.93.0.180:5140
深圳卫视高清,http://110.184.114.148:4000/udp/239.93.0.182:5140
广东卫视高清,http://110.184.114.148:4000/udp/239.93.0.181:5140
天津卫视高清,http://110.184.114.148:4000/udp/239.93.0.167:5140
山东卫视高清,http://110.184.114.148:4000/udp/239.93.0.168:5140
康巴卫视高清,http://110.184.114.148:4000/udp/239.93.0.41:5140
江西卫视高清,http://110.184.114.148:4000/udp/239.93.0.134:5140
东南卫视高清,http://110.184.114.148:4000/udp/239.93.0.42:5140
黑龙江视高清,http://110.184.114.148:4000/udp/239.93.0.183:5140
重庆卫视高清,http://110.184.114.148:4000/udp/239.93.1.107:5140
贵州卫视高清,http://110.184.114.148:4000/udp/239.93.0.131:5140
湖北卫视高清,http://110.184.114.148:4000/udp/239.93.0.250:5140
安徽卫视高清,http://110.184.114.148:4000/udp/239.93.1.106:5140
河北卫视高清,http://110.184.114.148:4000/udp/239.93.0.132:5140
辽宁卫视高清,http://110.184.114.148:4000/udp/239.93.1.108:5140
云南卫视高清,http://110.184.114.148:4000/udp/239.93.1.174:5140
河南卫视高清,http://110.184.114.148:4000/udp/239.93.42.45:5140
广西卫视高清,http://110.184.114.148:4000/udp/239.93.42.46:5140
吉林卫视高清,http://110.184.114.148:4000/udp/239.93.0.248:5140
甘肃卫视高清,http://110.184.114.148:4000/udp/239.93.0.81:5140
陕西卫视,http://110.184.114.148:4000/udp/239.93.0.176:5140
云南卫视,http://110.184.114.148:4000/udp/239.93.0.174:5140
山西卫视,http://110.184.114.148:4000/udp/239.93.0.6:5140
内蒙古视,http://110.184.114.148:4000/udp/239.93.0.8:5140
青海卫视,http://110.184.114.148:4000/udp/239.93.0.192:5140
宁夏卫视,http://110.184.114.148:4000/udp/239.93.0.247:5140
西藏卫视,http://110.184.114.148:4000/udp/239.93.0.175:5140
新疆卫视,http://110.184.114.148:4000/udp/239.93.0.194:5140
海南卫视,http://110.184.114.148:4000/udp/239.93.0.80:5140
陕西农林,http://110.184.114.148:4000/udp/239.93.0.100:5140
兵团卫视,http://110.184.114.148:4000/udp/239.93.42.43:5140
厦门卫视,http://110.184.114.148:4000/udp/239.93.42.57:5140
三沙卫视,http://110.184.114.148:4000/udp/239.93.42.58:5140
山东教育卫视,http://110.184.114.148:4000/udp/239.93.1.196:5140
CDTV-1高清,http://110.184.114.148:4000/udp/239.93.0.16:5140
SCTV-2高清,http://110.184.114.148:4000/udp/239.93.1.101:5140
SCTV-3高清,http://110.184.114.148:4000/udp/239.93.1.102:5140
SCTV-4高清,http://110.184.114.148:4000/udp/239.93.0.47:5140
SCTV-5高清,http://110.184.114.148:4000/udp/239.93.0.166:5140
SCTV-6高清,http://110.184.114.148:4000/udp/239.93.1.144:5140
SCTV-7高清,http://110.184.114.148:4000/udp/239.93.0.219:5140
SCTV-8高清,http://110.184.114.148:4000/udp/239.93.42.44:5140
峨眉电影高清,http://110.184.114.148:4000/udp/239.93.0.252:5140
四川乡村高清,http://110.184.114.148:4000/udp/239.93.0.52:5140
四川康巴卫视,http://110.184.114.148:4000/udp/239.93.0.41:5140
四川公共乡村,http://110.184.114.148:4000/udp/239.93.0.52:5140
四川妇女儿童,http://110.184.114.148:4000/udp/239.93.0.219:5140
四川影视文艺,http://110.184.114.148:4000/udp/239.93.0.166:5140
四川影视文艺,http://110.184.114.148:4000/udp/239.93.1.195:5140
四川文化旅游,http://110.184.114.148:4000/udp/239.93.1.101:5140
四川文化旅游,http://110.184.114.148:4000/udp/239.93.1.20:5140
四川新闻,http://110.184.114.148:4000/udp/239.93.0.47:5140
四川经济,http://110.184.114.148:4000/udp/239.93.1.102:5140
四川经济,http://110.184.114.148:4000/udp/239.93.1.16:5140
峨眉电影,http://110.184.114.148:4000/udp/239.93.1.54:5140
峨眉电影,http://110.184.114.148:4000/udp/239.93.1.18:5140
爱上4K,http://110.184.114.148:4000/udp/239.93.0.97:5140
爱上4K 17M2160,http://110.184.114.148:4000/udp/239.93.1.113:5140
爱上4K 17M2160,http://110.184.114.148:4000/udp/239.93.1.251:8224
CDTV-2,http://110.184.114.148:4000/udp/239.93.0.17:1239
CDTV-3,http://110.184.114.148:4000/udp/239.93.0.18:1238
CDTV-4,http://110.184.114.148:4000/udp/239.93.0.19:1250
CDTV-5高清,http://110.184.114.148:4000/udp/239.93.1.231:5140
CDTV-6,http://110.184.114.148:4000/udp/239.93.0.21:1251
CDTV-8高清,http://110.184.114.148:4000/udp/239.93.0.22:1252
上海纪实高清,http://110.184.114.148:4000/udp/239.93.1.137:5140
金鹰纪实高清,http://110.184.114.148:4000/udp/239.93.0.130:5140
CETV-1高清,http://110.184.114.148:4000/udp/239.93.1.111:5140
熊猫新闻高清,http://110.184.114.148:4000/udp/239.93.1.112:5140
熊猫体娱高清,http://110.184.114.148:4000/udp/239.93.0.94:5140
熊猫少儿高清,http://110.184.114.148:4000/udp/239.93.1.189:5140
熊猫影院高清,http://110.184.114.148:4000/udp/239.93.0.214:5140
睛彩四川,http://110.184.114.148:4000/udp/239.93.0.126:5140
成都体育高清,http://110.184.114.148:4000/udp/239.93.0.224:1281
熊猫频道高清,http://110.184.114.148:4000/udp/239.93.0.211:9148
金熊猫卡通高清,http://110.184.114.148:4000/udp/239.93.1.172:5140
炫动卡通,http://110.184.114.148:4000/udp/239.93.0.173:5140
嘉佳卡通,http://110.184.114.148:4000/udp/239.93.0.246:5140
收视导视高清,http://110.184.114.148:4000/udp/239.93.1.39:5140
熊猫爱生活高清,http://110.184.114.148:4000/udp/239.93.1.190:5140
大爱四川高清,http://110.184.114.148:4000/udp/239.93.1.110:5140
大爱旅游高清,http://110.184.114.148:4000/udp/239.93.42.70:5140
大爱生活高清,http://110.184.114.148:4000/udp/239.93.42.71:5140
大爱时尚高清,http://110.184.114.148:4000/udp/239.93.42.72:5140
HD看电影,http://110.184.114.148:4000/udp/239.93.42.47:5140
家政频道高清,http://110.184.114.148:4000/udp/239.93.42.48:5140
CETV-2,http://110.184.114.148:4000/udp/239.93.0.113:5140
CETV-4,http://110.184.114.148:4000/udp/239.93.0.50:5140
经典电影,http://110.184.114.148:4000/udp/239.93.0.57:9024
华语影院,http://110.184.114.148:4000/udp/239.93.0.138:5140
星光院线,http://110.184.114.148:4000/udp/239.93.0.139:5140
全球大片,http://110.184.114.148:4000/udp/239.93.0.105:5140
热播剧场,http://110.184.114.148:4000/udp/239.93.0.56:9020
热门剧场,http://110.184.114.148:4000/udp/239.93.0.140:5140
港剧风云,http://110.184.114.148:4000/udp/239.93.0.143:5140
谍战剧场,http://110.184.114.148:4000/udp/239.93.0.95:5140
卡酷动画,http://110.184.114.148:4000/udp/239.93.0.208:5140
金鹰卡通,http://110.184.114.148:4000/udp/239.93.0.108:5140
优漫卡通,http://110.184.114.148:4000/udp/239.93.0.251:5140
宝宝动画高清,http://110.184.114.148:4000/udp/239.93.0.147:5140
少儿动画高清,http://110.184.114.148:4000/udp/239.93.0.193:9000
青春动漫,http://110.184.114.148:4000/udp/239.93.0.146:5140
热门综艺高清,http://110.184.114.148:4000/udp/239.93.0.151:5140
音乐现场高清,http://110.184.114.148:4000/udp/239.93.0.198:9044
戏曲精选,http://110.184.114.148:4000/udp/239.93.0.144:5140
戏曲,http://110.184.114.148:4000/udp/239.93.0.217:9208
魅力时尚高清,http://110.184.114.148:4000/udp/239.93.0.190:9012
生活时尚,http://110.184.114.148:4000/udp/239.93.0.106:5140
爱生活高清,http://110.184.114.148:4000/udp/239.93.0.206:8028
汽摩高清,http://110.184.114.148:4000/udp/239.93.0.62:5140
财富天下,http://110.184.114.148:4000/udp/239.93.0.116:9136
股评汇,http://110.184.114.148:4000/udp/239.93.0.141:5140
爱体育,http://110.184.114.148:4000/udp/239.93.0.135:9008
电竞天堂高清,http://110.184.114.148:4000/udp/239.93.1.135:5140
游戏风云,http://110.184.114.148:4000/udp/239.93.0.136:5140
汽车频道,http://110.184.114.148:4000/udp/239.93.0.117:1292
足球高清,http://110.184.114.148:4000/udp/239.93.0.197:9040
高网高清,http://110.184.114.148:4000/udp/239.93.0.202:9068
台球高清,http://110.184.114.148:4000/udp/239.93.0.203:9072
纪实人文,http://110.184.114.148:4000/udp/239.93.1.154:5140
墨宝高清,http://110.184.114.148:4000/udp/239.93.0.215:9132
军事高清,http://110.184.114.148:4000/udp/239.93.0.204:9076
解密高清,http://110.184.114.148:4000/udp/239.93.0.199:9048
地理高清,http://110.184.114.148:4000/udp/239.93.0.200:9052
